,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
5239,Toyota Innova 2.5 G4 Diesel 8-seater,2009,600000,220000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8
5240,Maruti Alto 800 VXI Optional,2017,330000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
5241,Maruti Alto K10 VXI,2017,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
5242,Volkswagen Polo 1.2 MPI Comfortline,2016,560000,35000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5
5243,Maruti A-Star Vxi,2011,220000,90000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5
5244,Mahindra XUV500 W6 2WD,2015,800000,140000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
5245,Tata Indica V2 DLX,2007,59259,104000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5
5246,Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5
5247,Mahindra Thar DI 4X4 PS,2015,750000,16000,Diesel,Individual,Manual,First Owner,18.06,2523,63.0,7
5248,Maruti Baleno RS 1.0 Petrol,2019,780000,7200,Petrol,Individual,Manual,First Owner,21.1,998,100.5,5
5249,Volkswagen Polo Diesel Comfortline 1.2L,2011,320000,77000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5
5250,Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,40000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
5251,Maruti Swift Dzire ZDi,2012,375000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
5252,Ford Figo 1.2P Sports Edition MT,2017,620000,50000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5
5253,Hyundai Santro Xing GL Plus LPG,2015,300000,85000,LPG,Individual,Manual,First Owner,13.45,1086,62.1,5
5254,Maruti Eeco 7 Seater Standard BSIV,2016,370000,58000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7
5255,Mahindra Thar 4X4,2013,770000,85000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,7
5256,Hyundai Xcent 1.2 Kappa S Option,2014,500000,65000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5
5257,Mahindra KUV 100 mFALCON D75 K2,2017,450000,120000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
5258,Hyundai Santro Xing GL Plus,2013,195000,50000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5
5259,Maruti Wagon R AMT VXI Option,2018,472000,30000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5
5260,Maruti Alto K10 VXI,2014,250000,58000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
5261,Chevrolet Beat Diesel,2011,165000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5
5262,Tata Zest Quadrajet 1.3 XT,2018,525000,110000,Diesel,Individual,Manual,Second Owner,20.65,1248,88.7,5
5263,Maruti Wagon R LXI,2003,145000,65000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5
5264,Ford Classic 1.4 Duratorq CLXI,2014,310000,90000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5
5265,Mahindra Bolero SLX 4WD BSIII,2008,250000,200000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
5266,Ford Classic 1.4 Duratorq CLXI,2014,330000,100000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5
5267,Ford Figo Diesel Titanium,2012,250000,80000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
5268,Mahindra NuvoSport N8 AMT,2017,650000,60000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,7
5269,Maruti Alto K10 VXI,2016,305000,40000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
5270,Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5
5271,Maruti Wagon R LXI Optional,2015,280000,110000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
5272,Tata Indigo CR4,2011,153000,50000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5
5273,Mahindra TUV 300 mHAWK100 T8,2018,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7
5274,Maruti 800 AC,2006,155000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
5275,Maruti Alto K10 2010-2014 VXI,2012,235000,80000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5
5276,Tata Indica DLS,2005,60000,100000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,82.0,5
5277,Maruti Swift VXI Optional,2016,500000,15000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
5278,Maruti Estilo LXI,2009,155000,63000,Petrol,Individual,Manual,Third Owner,19.3,1248,82.0,5
5279,Skoda Rapid 1.5 TDI AT Style Plus,2016,675000,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5
5280,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,950000,80000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,7
5281,Mahindra XUV500 W5 BSIV,2018,1051000,59865,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7
5282,Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,591000,60000,Diesel,Dealer,Manual,First Owner,21.49,1498,108.5,5
5283,Hyundai i20 Asta 1.4 CRDi,2015,585000,72000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5
5284,Honda City i-VTEC CVT ZX,2017,1025000,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,5
5285,Maruti Swift VDI,2014,450000,53190,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5
5286,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,484999,70100,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5
5287,Honda Jazz 1.5 S i DTEC,2018,650000,47725,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,5
5288,Maruti Swift Dzire VDI,2014,434999,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5
5289,Ford Figo Diesel EXI,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5
5290,Mahindra Marazzo M2 8Str BSIV,2019,1000000,17000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,8
5291,Hyundai Elantra CRDi SX Option AT,2013,650000,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498,113.42,5
5292,Chevrolet Beat Diesel LS,2014,190000,74321,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5
5293,Maruti Swift Dzire ZDI,2013,409999,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5
5294,Hyundai Creta 1.6 CRDi AT SX Plus,2016,1050000,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5
5295,Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5
5296,Skoda Octavia Ambiente 1.9 TDI,2010,355000,116000,Diesel,Individual,Manual,First Owner,18.7,1896,66.0,5
5297,Hyundai Verna 1.6 CRDi S Option,2015,600000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5
5298,Maruti Swift VDI,2018,685000,26000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5
5299,Maruti Swift LDI,2018,509999,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5
5300,Maruti Alto Green LXi (CNG),2012,150000,82300,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5
5301,Maruti Swift Dzire Vdi BSIV,2017,650000,82050,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
5302,Toyota Etios VD,2012,400000,74500,Diesel,Individual,Manual,First Owner,19.3,1248,82.0,5
5303,Mahindra XUV500 W8 4WD,2012,675000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7
5304,Renault KWID AMT,2018,319000,30000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5
5305,Honda Amaze S Petrol BSIV,2019,640000,6000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5
5306,Hyundai i20 1.2 Asta,2017,650000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
5307,Maruti Alto Green LXi (CNG),2010,155000,70000,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5
5308,Maruti Swift Ldi BSIII,2008,175000,120000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5
5309,Hyundai Grand i10 CRDi Asta,2014,430000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5
5310,Tata Indica V2 DLS,2008,65000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5
5311,Hyundai Accent GLS,2009,150000,70000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5
5312,Hyundai i20 Active S Petrol,2019,620000,13000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
5313,Maruti Ritz VDi,2011,275000,165000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5
5314,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,454000,120000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10
5315,Mahindra TUV 300 T4,2017,600000,30000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7
5316,Volkswagen Vento Diesel Comfortline,2011,400000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
5317,Mahindra Renault Logan 1.5 DLE Diesel,2007,180000,187000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5
5318,Maruti Vitara Brezza VDi,2016,750000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
5319,Maruti Swift VXI Optional,2016,500000,40000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
5320,Honda Mobilio RS Option i DTEC,2015,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7
5321,Maruti Baleno Alpha 1.3,2017,740000,24400,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
5322,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5
5323,Renault Lodgy 85PS RxL,2017,695000,34000,Diesel,Dealer,Manual,First Owner,21.04,1461,83.8,8
5324,Hyundai Elite i20 Asta Option CVT BSIV,2018,730000,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5
5325,Chevrolet Trailblazer LTZ 4X2 AT,2016,1295000,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776,197.2,7
5326,Isuzu MU 7 AT Premium,2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,12.08,2999,161.0,7
5327,Mercedes-Benz GLC 220d 4MATIC,2017,3300000,60000,Diesel,Dealer,Automatic,First Owner,0.0,1950,194.0,5
5328,Maruti Celerio ZXI Optional AMT BSIV,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5
5329,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,6000,Diesel,Dealer,Automatic,First Owner,17.9,2143,170.0,5
5330,Hyundai Creta 1.6 CRDi SX,2015,850000,59235,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5
5331,BMW X4 M Sport X xDrive20d,2019,5800000,21000,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5
5332,Honda Amaze S i-Dtech,2014,520000,48000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
5333,Mahindra Xylo D4,2018,650000,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7
5334,Maruti Swift Dzire LDi,2011,430000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
5335,Hyundai i20 Magna Optional 1.4 CRDi,2013,360000,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5
5336,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,791000,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
5337,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,950000,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
5338,Maruti Swift VDI,2019,690000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5
5339,Maruti Swift Dzire Vdi BSIV,2012,371000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
5340,Tata Indica V2 DLX TC,2008,45000,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68.0,5
5341,Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,55000,201000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5
5342,Volkswagen Vento Diesel Highline,2011,240000,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
5343,Maruti Swift VDI BSIV,2014,495000,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5
5344,Maruti Swift 1.3 LXI,2005,170000,50000,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,5
5345,Honda Jazz 1.2 S i VTEC,2015,671000,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
5346,Maruti Swift VDI BSIV,2010,352000,72179,Diesel,Dealer,Manual,First Owner,19.3,1248,82.0,5
5347,Honda City i DTec SV,2016,802999,50856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5
5348,Maruti Swift LDI,2015,495000,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5
5349,Maruti Celerio ZXI Optional AMT BSIV,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5
5350,Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5
5351,Honda City i-DTEC ZX,2017,925000,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5
5352,Maruti Swift AMT VDI,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,5
5353,Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5
5354,Maruti Celerio VDi,2016,375000,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47.0,5
5355,Maruti Swift VDI BSIV W ABS,2016,595000,77321,Diesel,Dealer,Manual,First Owner,19.3,1248,82.0,5
5356,Audi A4 35 TDI Premium Plus,2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5
5357,Mahindra XUV500 W8 2WD,2014,850000,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7
5358,Maruti Baleno Alpha,2018,775000,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5
5359,Maruti Swift Vdi BSIII,2008,260000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5
5360,Mahindra XUV500 AT W10 AWD,2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7
5361,Maruti Celerio VXI,2017,380000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
5362,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,480000,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
5363,Hyundai Verna 1.4 VTVT,2014,500000,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5
5364,Maruti Swift LXI Optional-O,2015,420000,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5
5365,Ford Figo Diesel ZXI,2011,130000,180000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
5366,Maruti Alto K10 2010-2014 VXI,2012,110000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
5367,Maruti Alto LX BSIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
5368,Maruti Swift Dzire AMT ZDI,2017,700000,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
5369,Maruti Swift Dzire LDI,2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
5370,Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5
5371,Toyota Etios Liva 1.4 VD,2018,665000,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
5372,Mahindra Xylo D4,2014,445000,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,7
5373,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,340000,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,5
5374,Tata Manza Club Class Quadrajet90 LX,2012,270000,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
5375,Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7
5376,Maruti Swift Ldi BSIV,2009,279000,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5
5377,Skoda Octavia L and K 1.9 TDI (MT),2007,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5
5378,Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5
5379,Chevrolet Cruze LTZ AT,2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5
5380,Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
5381,Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5
5382,Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5
5383,Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5
5384,Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
5385,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8
5386,Maruti 800 AC,2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
5387,Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
5388,Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5
5389,Maruti Alto K10 2010-2014 VXI,2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
5390,Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7
5391,Hyundai EON Magna Plus,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
5392,Hyundai i20 1.4 CRDi Sportz,2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5
5393,Tata Indigo CR4,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5
5394,Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5
5395,Hyundai Accent Gvs,2003,70000,120000,Petrol,Individual,Manual,Third Owner,19.3,1248,82.0,5
5396,Maruti Ritz ZDi,2014,375000,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5
5397,Maruti Swift Dzire VXi,2012,380000,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5
5398,Honda City 1.5 S MT,2010,360000,98000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5
5399,Mahindra XUV500 W6 2WD,2015,944999,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
5400,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10
5401,Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5
5402,Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
5403,Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5
5404,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
5405,Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5
5406,Maruti Swift 1.3 VXi,2009,198000,91000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,5
5407,Ford Figo 1.5D Trend MT,2017,495000,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5
5408,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,830000,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7
5409,Mahindra XUV500 W6 2WD,2012,800000,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
5410,Maruti Swift VDI BSIV W ABS,2010,300000,70000,Diesel,Individual,Manual,Third Owner,19.3,1248,82.0,5
5411,Maruti Ritz VDi,2013,300000,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5
5412,Honda Brio 1.2 S MT,2017,480000,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
5413,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7
5414,Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7
5415,Hyundai Verna 1.6 CRDi S,2017,800000,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
5416,Volkswagen Vento 1.5 TDI Comfortline,2017,750000,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5
5417,Hyundai EON Era Plus,2017,254999,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
5418,Mercedes-Benz B Class B200 CDI Sport,2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,5
5419,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,655000,50000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5
5420,Ford Figo Diesel ZXI,2011,210000,84000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
5421,Hyundai Santro Sportz AMT BSIV,2019,466000,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68.0,5
5422,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,19.3,1248,82.0,5
5423,Ford Figo 1.5D Titanium MT,2015,580000,52000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5
5424,Hyundai Santro Sportz BSIV,2019,430000,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5
5425,Tata Indigo CS eLX BS IV,2012,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5
5426,Datsun RediGO 1.0 S,2017,240000,35000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5
5427,Toyota Etios G,2016,540000,15500,Petrol,Individual,Manual,First Owner,16.78,1496,88.73,5
5428,Tata Indigo CS LX (TDI) BS III,2013,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5
5429,Tata Indigo eCS VX BSIV,2012,260000,60000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5
5430,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,550000,43011,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,5
5431,Ford Figo Aspire 1.5 TDCi Titanium,2017,550000,15000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5
5432,Mahindra Bolero SLX,2011,370000,110000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
5433,Maruti Alto LXi BSIII,2005,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
5434,Tata Indica Vista Aqua 1.4 TDI,2010,200000,110000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5
5435,Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5
5436,Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
5437,Hyundai Santro Magna,2020,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,5
5438,Maruti 800 AC BSII,2007,125000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
5439,Renault Lodgy 85PS RxZ,2015,690000,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8
5440,Jeep Compass 2.0 Limited,2017,1550000,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5
5441,Tata Indica V2 1.2 GLE BSIII,2013,170000,110000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5
5442,Fiat Linea Emotion (Diesel),2010,275000,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,5
5443,Toyota Innova 2.5 V Diesel 8-seater,2007,500000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8
5444,Volkswagen Jetta 2.0L TDI Highline,2013,950000,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,5
5445,Maruti Swift Dzire ZDI,2019,802999,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
5446,Maruti Swift Dzire VDI,2013,470000,150000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
5447,Renault KWID RXT,2015,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
5448,Renault Duster 110PS Diesel RxL,2014,600000,116000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
5449,Mahindra KUV 100 D75 K8,2018,700000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6
5450,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,3250000,33000,Diesel,Individual,Automatic,First Owner,11.3,2987,254.8,7
5451,Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
5452,Audi A6 2.0 TDI,2014,2200000,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,5
5453,Hyundai Verna CRDi SX ABS,2007,245000,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5
5454,Hyundai Verna CRDi SX,2010,310000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5
5455,Hyundai Verna CRDi SX ABS,2007,245000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5
5456,Volkswagen Polo Petrol Comfortline 1.2L,2011,450000,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5
5457,Volkswagen Jetta 2.0L TDI Highline AT,2013,850000,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,5
5458,Honda CR-V 2.4 4WD AT,2004,325000,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152.0,5
5459,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
5460,Hyundai Xcent 1.1 CRDi SX,2016,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5
5461,Nissan Kicks XV D BSIV,2019,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,5
5462,Ford Fiesta 1.4 SXi TDCi ABS,2008,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5
5463,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7
